id,problema_solucion,verbo_solucion,sujeto_solucion,complemento_solucion,coordinador_zonal_solucion,responsable_solucion,responsable_sistema,corresponsable_solucion,sistematizador_solucion,lider_mesa_solucion,tipo_fuente,Tipo_Mesa,nombre_ambit,nombre_evento,nombre_instrumento,nombre_provincia,nombre_sector,nombre_sipoc,nombre_tipo_empresa,nombre_estado,supuestos_cumplimientos,riesgos_cumplimiento,plazo_cumplimiento,fecha_cumplimiento,total_actividades,fecha_ultimo_registro
1820,"Costos elevados de energía disminuye la rentabilidad para la industria","GENERAR ","políticas y/o acuerdos para disminuir las tarifas de energía (diesel y electricidad)","para sector productivo, para tener mayor rentabilidad y por lo tanto generar mas empleo","Edwin De La portilla",MEER,MEER,"MINISTERIO DE HIDROCARBUROS","JAVIER DEFAZ","JUAN LOZA",1,"Mesas de Competitividad","Necesidad de análisis, mejora o creación de políticas públicas, normativas, resoluciones u otra base legal existente","MESA PRODUCTIVA-Tungurahua","Política pública",Tungurahua,Industria,Insumos,Transversal,Finalizado,,,,0000-00-00,4,"2018-06-22 19:15:12"
1930,"Impuesto a la Renta",TRIBUTACIÓN,"Impuesto Único para sectores agropecuarios","Viabilizar la exoneración del anticipo de impuesto a la renta para sectores que cuentan con informe favorable.","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fomento de la producción nacional","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,4,"2018-05-14 11:38:01"
2024,"Desarrollar Plan de mejora competitiva","INNOVACIÓN, CALIDAD Y EMPRENDIMIENTO","Creación y fomento de uso de laboratorios especializados en certificación de productos ","Fomento y generación de incentivos para que la empresa privada, EPS y ARTESANOS contrate servicios de  laboratorios y centros de I+D+I nacionales.","Edwin De La portilla",MIPRO,MIPRO,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Impulso al cambio de la matriz productiva","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,"En Desarrollo",,,,0000-00-00,4,"2018-09-05 17:56:03"
2025,"Desarrollar Plan de mejora competitiva","INNOVACIÓN, CALIDAD Y EMPRENDIMIENTO","Creación y fomento de uso de laboratorios especializados en certificación de productos ","Proponer modificación de la Ley del Sistema Nacional de la Calidad, temas de acreditación y designación de laboratorios.","Edwin De La portilla",MIPRO,MIPRO,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Impulso al cambio de la matriz productiva","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,"En Desarrollo","Reforma a la Ley fortalecerá la infraestructura de la calidad","La falta de voluntad política en el proceso de reforma a la ley CAUSARIA retraso en el proceso",Largo,0000-00-00,4,"2018-05-15 10:38:34"
2094,"Mala calidad de leche cruda",Ejecutar,"programas de asistencia técnica, referente a la leche cruda,","con el objeto de obtener productos de buena calidad","DR. CARLOS GOMEZ DE CRUZ ",MAG,MAG,MIPRO,"ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Promoción del consumo responsable","MESAS COMPETITIVAS PROVINCIALES-Cañar","Asistencia técnica",Cañar,Agroindustria,Producto,Microempresa,"En Desarrollo",,,,0000-00-00,4,"2018-08-23 11:19:08"
1793,"Existe mucha distancia entre Loja y las grandes ciudades de consumo lo que resta competitividad por costos de transporte",Generar,"una fuerte actividad comercial con el mercado del norte del Perú","para aprovechar el mercado existente","Edwin De La portilla",PROECUADOR,PROECUADOR,MIPRO,"ING. ANDREA TORRES","MARIA DEL CISNE TITUAÑA",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Loja",Logística,Loja,Comercio,Mercado,Transversal,"En Desarrollo",,,,0000-00-00,3,"2018-09-03 12:08:16"
1816,"Proceso de importación de pieles para curtiembre es sumamente engorroso",SIMPLIFICAR,"proceso de importación de pieles","para agilitar trámites y requisitos muy exigentes que existe actualmente cuando hay escases de este producto","Edwin De La portilla",Agrocalidad,AGROCALIDAD,SENAE,"JAVIER DEFAZ","JUAN LOZA",1,"Mesas de Competitividad","Simplificación de trámites","MESA PRODUCTIVA-Tungurahua",Reglamento,Tungurahua,Industria,Insumos,Transversal,"En Desarrollo","Comprensión por parte del MIPRO de las acciones sanitarias que ejecuta AGROCALIDAD, solicitar que a las mesas de trabajo que se mantengan se articule con nuestra institución.","La falta de conocimiento de los usuarios externos de los procesos y procedimientos para la importación CAUSUARÍA resistencia a la aplicación de la normativa legal.",Corto,2018-08-31,3,"2018-09-19 16:48:58"
1550,"Escasa producción de productos orgánicos",Crear,"campañas de producción","agrícola con fines de exportación","Edwin De La portilla",MAG,MAG,"INIAP, UPEC, MIPRO","Edwin De La portilla","Edwin De La portilla",1,"Mesas de Competitividad","Fortalecimiento del sector exportador","MESAS DE COMPETITIVIDAD PROVINCIALES CARCHI-Carchi","Personal adecuado",Carchi,Agroindustria,Insumos,Microempresa,Finalizado,,,,0000-00-00,3,"2018-08-21 15:39:12"
1565,"DEFICIENTE CALIDAD DE INFRAESTRUCTURA DE VIALIDAD","MANTENER ","LAS VIAS DE COMUNICACIÓN","MEDIANTE LA EJECUCIÓN DE PLANES DE MANTENIMIENTO","GUSTAVO CAMELOS",MTOP,MTOP,"GAD PROVINCIAL","JUAN ESCOBAR ","PAUL AGUIRRE ",1,"Mesas de Competitividad",Otros,"MESAS DE COMPETITIVIDAD PROVINCIALES CHIMBORAZO-Chimborazo",Infraestructura,Chimborazo,Agroindustria,Proveedores,Microempresa,Finalizado,,,,0000-00-00,3,"2018-05-23 17:01:07"
1612,"Insuficientes canales de comercialización","Generar ","estratégias de alianzas"," para promocionar la oferta turística en la provincia","PhD. Silvia Aldaz","Mintur, ",MINTUR,GAD's,"Juan Carlos Cruz","PhD. Silvia Aldaz",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","MESAS DE COMPETITIVIDAD PROVINCIALES CHIMBORAZO-Chimborazo",Acuerdo,Chimborazo,Turismo,Insumos,"Empresa Pequeña",Finalizado,,,,0000-00-00,3,"2018-06-13 10:23:16"
1618,"Pesimo estado de algunos suelos en la provincia",Nutrir,"las tierras","para obtener productos de calidad","Edwin De La portilla",MAG,MAG,"Empresa Grande","Edwin De La portilla","Edwin De La portilla",1,"Mesas de Competitividad","Buenas prácticas de gestión ambiental","MESAS DE COMPETITIVIDAD PROVINCIALES MANABI-Manabí","Asistencia técnica",Manabí,Agroindustria,Producto,"Empresa Grande",Finalizado,,,,0000-00-00,3,"2018-08-21 15:57:38"
1645,"La acuacultura tiene mucha dependencia del uso de combustible, y por ser El Oro zona de frontera, los volumenes de combustible son limitados o inadecuados a las necesidades de la tecnologìa actual del acuacultor.","Invertir ","en reconversión en el uso de energia para el acceso a redes eléctricas ","para el sector acuacultor y evitar el uso de combustibles","VICENTE TORRES BRICEÑO","MINISTERIO DE ENERGIA",MEER,ACUACULTURA,"Ing. Miguel Castillo","Ing. Wilmer Moreira",1,"Mesas de Competitividad","Fortalecimiento del sector exportador","MESA COMPETITIVA PROVINCIAL EL ORO-El Oro","Ejecución del proyecto","El Oro",Acuícola,Proceso,"Empresa Pequeña",Finalizado,,,,0000-00-00,3,"2018-06-22 19:12:58"
1955,"Establecer un IVA diferenciado en compras por sectores y/o tipo de producto ",TRIBUTACIÓN,"Ampliar la aplicación efectiva del IVA 0 para insumos y bienes de capital para el sector agropecuario","Emitir una resolución del Servicio de Rentas Internas que definan las partidas arancelarias beneficiadas del IVA 0 que están en el Decreto Ejecutivo 1232 anexo 1","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Optimización y simplificación tributaria","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,3,"2018-05-14 14:28:50"
1976,"Reducir costos de energía en sector productivo.","ENTORNO PRODUCTIVO","Identificar e implementar  mecanismos para reducir los costos de energía para el sector productivo. ","Reducir los costos adicionales a los servicios de energía eléctrica (tasas adicionales de recolección de basura):
- Buscar acercamientos con los Municipios para lograr acuerdos.
- Reformar a través de la Asamblea Nacional el COOTAD para incluir mecanismos de gradualidad de las tasas municipales.","Edwin De La portilla",MEER,MEER,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fomento de la producción nacional","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,3,"2018-06-22 18:58:29"
1999,"Mejorar las condiciones de financiamiento.","INVERSION Y FINANCIAMIENTO","Bajar tasas de interés, ampliar plazos, ajustar montos  a los requerimientos de cada sector (privado, artesanos, EPS).","Socializar productos crediticios de la Banca Pública existentes.","Edwin De La portilla","CFN / BanEcuador",CFN,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Crédito y financiamiento productivo","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,3,"2018-05-15 11:14:22"
2019,"Fomento a la inversión","INVERSION Y FINANCIAMIENTO","Código Orgánico de la Producción, Comercio e Inversiones (COPCI)","Formar una Comisión Público - Privada para identificar los artículos del  COPCI que deben ser modificados o añadidos, con el fin de fomentar la inversión, la asociatividad, la EPS y el sector ARTESANAL, por ejemplo:
-  Nivelar los incentivos del COPCI con la Ley  Orgánica de Incentivos a la Producción y Prevención del Fraude Fiscal  a la producción.
- Aplicar los beneficios de la exoneración del Impuesto a la Renta a los cantones de Quito y Guayaquil
- Ampliar los beneficios del COPCI a las inversiones que realicen empresas en marcha.
- Fortalecer y aclarar el régimen aplicable a ZEDEs 
- Eliminar el porcentaje de deducciones para inversiones en capacitación y mejoras en la productividad (EPS)","Edwin De La portilla",MIPRO,MIPRO,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Impulso a las alianzas público privadas","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,"En Desarrollo",,,,0000-00-00,3,"2018-05-15 09:21:49"
2148,"Falta de capacitación en procesos productivos con énfasis en cosecha y postcosecha",Identificar," los productores y demanda ","de productos","MGS. VICENTE TORRES B.",MAG,MAG,"AGROPZACHIN, AGROCALIDAD","MARÍA DEL CISNE LARREA PALACIO","MIGUEL CASTILLO",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS DE COMPETITIVIDAD PROVINCIALES-Zamora Chinchipe",Insumos,"Zamora Chinchipe",Agroindustria,Proveedores,EPS,"En Desarrollo",,,,0000-00-00,3,"2018-08-22 15:08:45"
2261,"Elevados costos de implementación del cultivo ","Disminuir ","costos de implementación ","buscando nuevas tecnologías para el cultivo  (PITAHAYA)","Edwin De La portilla",MAG,MAG,n/a,"Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Desarrollo del proyecto","Morona Santiago",Agroindustria,Insumos,EPS,"En Desarrollo",,,,0000-00-00,3,"2018-08-22 15:01:46"
2395,"No hay cultivos extensivos para adquirir material (semillas) para la elaboración de Artesanías.",Implementar,"cultivos no tradicionales"," que provean de material para artesanias ","Edwin De La portilla",MAG,MAG,"Gad Provincial                                         Gad Parroquiales","Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Asistencia técnica","Morona Santiago",Comercio,Proceso,Artesano,Finalizado,,,,0000-00-00,3,"2018-08-21 16:39:20"
2538,"Producción animal, un problema grandes es el manejo de los desechos orgánicos de los animales lo que origina problemas ambientales, lo cual molesta a la población.  ",Vincular,"con varios mercados ","solucciones eco-amigables, sin utilizar productos químicos, este tipo de desecho se usen para la fabricación de abonos orgánicos.","Ing. Andrés Bejarano ",MAG,MAG,MIPRO,"ANGEL CASTRO","CAMILO FRÍAS",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVIDAD - GYE-Guayas","Desarrollo del proyecto",Guayas,Agroindustria,Proceso,"Empresa Pequeña",Finalizado,,,,0000-00-00,3,"2018-08-22 14:26:49"
1555,"Existe demanda instisfecha en cuánto a establecer un lugar de descarga de productos ",Establecer,"zona de aforo en la provicnia","con el fin de facilitar el transporte de mercancias para el comercio","Ing. Jackie Amaguaña","Gobernación/ MTOP/ Camara de Comercio",MTOP,"Gobierno provincial","Milton Goyes","Ing. Jackie Amaguaña",1,"Mesas de Competitividad","Generación de empleo","MESAS DE COMPETITIVIDAD PROVINCIALES CARCHI-Carchi",Financiamiento,Carchi,Transporte,Proceso,Transversal,"En Desarrollo",,,,0000-00-00,2,"2018-09-07 14:51:05"
1602,"Culminación de tiempo de vida úitl de las vías e inexistente mantenimiento.","Contemplar ","el mantenimiento y considerar la concesión  de vías","en el contrato de construcción de las mismas.","GUSTAVO CAMELOS",MTOP,MTOP,"GAD Provincial","Ing. Diego Palacios Campana","Ing. Marcel Paredes",1,"Mesas de Competitividad","Mejora y control en la planificación y actividades de los gobiernos locales","MESAS DE COMPETITIVIDAD PROVINCIALES CHIMBORAZO-Chimborazo",Infraestructura,Chimborazo,Transporte,Insumos,Transversal,"En Desarrollo",,,,0000-00-00,2,"2018-09-07 14:50:09"
1613,"Insuficientes canales de comercialización",Desarrollar,"soluciones informáticas  ","que apoyen a la gestión","PhD. Silvia Aldaz","Mintur, ",MINTUR,GAD's,"Juan Carlos Cruz","PhD. Silvia Aldaz",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS DE COMPETITIVIDAD PROVINCIALES CHIMBORAZO-Chimborazo",Tecnología,Chimborazo,Turismo,Insumos,"Empresa Pequeña","En Desarrollo","Desinterés de la Dirección de Turismo del GADM Riobamba en continuar con el proceso estadístico.","Desinterés de la Dirección de Turismo del GADM Riobamba en continuar con el proceso estadístico.",Largo,2018-12-15,2,"2018-08-22 15:42:51"
1621,"Comercialización del coco (precios bajos)",Crear,"centros de acopio","para las comunidades productores a través de la comunicación entre el productor y comercializador","Edwin De La portilla",MAG,MAG,"Microempresa, Empresa Pequeña, Empresa Mediana, Empresa Grande, EPS, Artesano","Edwin De La portilla","Edwin De La portilla",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS DE COMPETITIVIDAD PROVINCIALES MANABI-Manabí",Infraestructura,Manabí,Agroindustria,Insumos,Microempresa,"En Desarrollo",,,,0000-00-00,2,"2018-08-22 13:11:02"
1624,"Escasa capacitación para el sector agroindustrial",Capacitar,"a los técnicos en sus ramas y contratar a verdaderos profesionales","para trabajo de campo","Edwin De La portilla",MAG,MAG,"Empresa Mediana","Edwin De La portilla","Edwin De La portilla",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS DE COMPETITIVIDAD PROVINCIALES MANABI-Manabí","Asistencia técnica",Manabí,Agroindustria,Proceso,"Empresa Mediana","En Desarrollo",,,,0000-00-00,2,"2018-08-22 13:13:48"
1669,"Elevados costos por los servicos portuarios ",Revisar," los términos y condiciones de la concesión del puerto Bolivar","en concenso con el sector ciudadano, productivo y público","VICENTE TORRES",MTOP,MTOP,"CONTRALORIA, MIPRO , GADs y Sector Productivo ","CHARLES DAVID PARDO SALINAS","HOLGER LEON",1,"Mesas de Competitividad","Cumplimiento de la transparencia fiscal","MESAS DE COMPETITIVIDAD EL ORO-El Oro","Convenios ","El Oro",Transporte,Mercado,"Empresa Grande","En Desarrollo",,,,0000-00-00,2,"2018-09-07 14:49:31"
1688,"BAJOS PRECIOS DE LA PRODUCCIÓN","FORTALECER ","LA ASOCIATIVIDAD  DEL SECTOR AGROINDUSTRIAL","CON MAYOR APOYO DEL MINISTERIO DE AGRICULTURA Y GANADERÍA, QUE PERMITAN MEJORAR LOS PRECIOS DE PRODUCCIÓN","Douglas Recalde",MAG,MAG,MIPRO,"DENNISSE ESPINOZA ","ING.PAUL ALENCASTRO",1,"Mesas de Competitividad","Fomento de la producción nacional","MESA COMPETITIVA PROVINCIAL Esmeraldas-Esmeraldas","Asociatividad,",Esmeraldas,Agroindustria,Mercado,Microempresa,"En Desarrollo",,,,0000-00-00,2,"2018-08-22 13:02:52"
